时间,今值,预测值
2010年5月1日 (四月)17:00,-0.10%, 
2010年4月1日 (三月)17:00,0.60%, 
2010年3月1日 (二月)17:00,0.20%, 
2010年2月1日 (一月)17:00,-0.70%, 
2010年1月1日 (十二月)17:00,0.80%, 
2009年12月1日 (十一月)17:00,-0.10%, 
2009年11月1日 (十月)17:00,0.20%, 
2009年10月1日 (九月)17:00,-0.40%, 
2009年9月1日 (八月)17:00,0.40%, 
2009年8月1日 (七月)17:00,0.00%, 
2009年7月1日 (六月)17:00,0.40%, 
2009年6月1日 (五月)17:00,-0.20%, 
2009年5月1日 (四月)17:00,0.00%, 
2009年4月1日 (三月)17:00,-0.20%, 
2009年3月1日 (二月)17:00,0.70%, 
2009年2月1日 (一月)17:00,-0.60%, 
2009年1月1日 (十二月)17:00,0.40%, 
2008年12月1日 (十一月)17:00,-0.50%, 
2008年11月1日 (十月)17:00,-0.30%, 
2008年10月1日 (九月)17:00,-0.10%, 
2008年9月1日 (八月)17:00,-0.40%, 
2008年8月1日 (七月)17:00,0.70%, 
2008年7月1日 (六月)17:00,0.40%, 
2008年6月1日 (五月)17:00,0.70%, 
2008年5月1日 (四月)17:00,-0.30%, 
2008年4月1日 (三月)17:00,0.50%, 
2008年3月1日 (二月)17:00,0.60%, 
2008年2月1日 (一月)17:00,-0.40%, 
2008年1月1日 (十二月)17:00,0.70%, 
2007年12月1日 (十一月)17:00,0.50%, 
2007年11月1日 (十月)17:00,0.20%, 
2007年10月1日 (九月)17:00,0.20%, 
2007年9月1日 (八月)17:00,-0.10%, 
2007年8月1日 (七月)17:00,0.50%, 
2007年7月1日 (六月)17:00,0.10%, 
2007年6月1日 (五月)17:00,0.20%, 
2007年5月1日 (四月)17:00,0.40%, 
2007年4月1日 (三月)17:00,0.20%, 
2007年3月1日 (二月)17:00,0.50%, 
2007年2月1日 (一月)17:00,-0.20%, 
2007年1月1日 (十二月)17:00,0.90%, 
2006年12月1日 (十一月)17:00,-0.10%, 
2006年11月1日 (十月)17:00,0.10%, 
2006年10月1日 (九月)17:00,-0.50%, 
2006年9月1日 (八月)17:00,-0.10%, 
2006年8月1日 (七月)17:00,0.50%, 
2006年7月1日 (六月)17:00,0.10%, 
2006年6月1日 (五月)17:00,0.20%, 
2006年5月1日 (四月)17:00,0.40%, 
2006年4月1日 (三月)17:00,0.10%, 
2006年3月1日 (二月)17:00,0.40%, 
2006年2月1日 (一月)17:00,-0.60%, 
2006年1月1日 (十二月)17:00,1.00%, 
2005年12月1日 (十一月)17:00,-0.50%, 
2005年11月1日 (十月)17:00,0.00%, 
2005年10月1日 (九月)17:00,0.30%, 
2005年9月1日 (八月)17:00,0.20%, 
2005年8月1日 (七月)17:00,0.40%, 
2005年7月1日 (六月)17:00,0.20%, 
2005年6月1日 (五月)17:00,0.40%, 
2005年5月1日 (四月)17:00,0.00%, 
2005年4月1日 (三月)17:00,0.30%, 
2005年3月1日 (二月)17:00,0.40%, 
2005年2月1日 (一月)17:00,-0.60%, 
2005年1月1日 (十二月)17:00,1.10%, 
2004年12月1日 (十一月)17:00,-0.40%, 
2004年11月1日 (十月)17:00,0.20%, 
2004年10月1日 (九月)17:00,-0.30%, 
2004年9月1日 (八月)17:00,0.10%, 
2004年8月1日 (七月)17:00,0.40%, 
2004年7月1日 (六月)17:00,0.00%, 
2004年6月1日 (五月)17:00,0.20%, 
2004年5月1日 (四月)17:00,0.20%, 
2004年4月1日 (三月)17:00,0.50%, 
2004年3月1日 (二月)17:00,0.20%, 
2004年2月1日 (一月)17:00,0.00%, 
2004年1月1日 (十二月)17:00,0.80%, 
2003年12月1日 (十一月)17:00,-0.10%, 
2003年11月1日 (十月)17:00,-0.10%, 
2003年10月1日 (九月)17:00,-0.20%, 
2003年9月1日 (八月)17:00,0.10%, 
2003年8月1日 (七月)17:00,0.30%, 
2003年7月1日 (六月)17:00,0.10%, 
2003年6月1日 (五月)17:00,-0.20%, 
2003年5月1日 (四月)17:00,-0.30%, 
2003年4月1日 (三月)17:00,0.20%, 
2003年3月1日 (二月)17:00,0.50%, 
2003年2月1日 (一月)17:00,-0.10%, 
2003年1月1日 (十二月)17:00,1.20%, 
2002年12月1日 (十一月)17:00,-0.40%, 
2002年11月1日 (十月)17:00,-0.10%, 
2002年10月1日 (九月)17:00,-0.10%, 
2002年9月1日 (八月)17:00,-0.20%, 
2002年8月1日 (七月)17:00,0.30%, 
2002年7月1日 (六月)17:00,0.00%, 
2002年6月1日 (五月)17:00,0.00%, 
2002年5月1日 (四月)17:00,0.00%, 
2002年4月1日 (三月)17:00,0.10%, 
2002年3月1日 (二月)17:00,0.30%, 
2002年2月1日 (一月)17:00,0.10%, 
2002年1月1日 (十二月)17:00,1.20%, 
2001年12月1日 (十一月)17:00,-0.20%, 
2001年11月1日 (十月)17:00,-0.40%, 
2001年10月1日 (九月)17:00,-0.10%, 
2001年9月1日 (八月)17:00,-0.20%, 
2001年8月1日 (七月)17:00,0.10%, 
2001年7月1日 (六月)17:00,0.20%, 
2001年6月1日 (五月)17:00,0.50%, 
2001年5月1日 (四月)17:00,0.30%, 
2001年4月1日 (三月)17:00,0.00%, 
2001年3月1日 (二月)17:00,0.60%, 
2001年2月1日 (一月)17:00,-0.60%, 
2001年1月1日 (十二月)17:00,1.10%, 
2000年12月1日 (十一月)17:00,0.10%, 
2000年11月1日 (十月)17:00,-0.20%, 
2000年10月1日 (九月)17:00,0.30%, 
2000年9月1日 (八月)17:00,-0.30%, 
2000年8月1日 (七月)17:00,0.40%, 
2000年7月1日 (六月)17:00,0.50%, 
2000年6月1日 (五月)17:00,-0.10%, 
2000年5月1日 (四月)17:00,-0.10%, 
2000年4月1日 (三月)17:00,0.00%, 
2000年3月1日 (二月)17:00,0.20%, 
2000年2月1日 (一月)17:00,0.20%, 
2000年1月1日 (十二月)17:00,0.30%, 
1999年12月1日 (十一月)17:00,0.10%, 
1999年11月1日 (十月)17:00,-0.10%, 
1999年10月1日 (九月)17:00,-0.20%, 
1999年9月1日 (八月)17:00,0.00%, 
1999年8月1日 (七月)17:00,0.40%, 
1999年7月1日 (六月)17:00,0.10%, 
1999年6月1日 (五月)17:00,0.00%, 
1999年5月1日 (四月)17:00,0.30%, 
1999年4月1日 (三月)17:00,0.20%, 
1999年3月1日 (二月)17:00,0.20%, 
1999年2月1日 (一月)17:00,-0.10%, 
1999年1月1日 (十二月)17:00,0.00%, 
1998年12月1日 (十一月)17:00,0.00%, 
1998年11月1日 (十月)17:00,-0.20%, 
1998年10月1日 (九月)17:00,-0.30%, 
1998年9月1日 (八月)17:00,-0.10%, 
1998年8月1日 (七月)17:00,0.30%, 
1998年7月1日 (六月)17:00,0.00%, 
1998年6月1日 (五月)17:00,0.40%, 
1998年5月1日 (四月)17:00,0.10%, 
1998年4月1日 (三月)17:00,-0.20%, 
1998年3月1日 (二月)17:00,0.30%, 
1998年2月1日 (一月)17:00,-0.10%, 
1998年1月1日 (十二月)17:00,0.20%, 
1997年12月1日 (十一月)17:00,0.00%, 
1997年11月1日 (十月)17:00,-0.10%, 
1997年10月1日 (九月)17:00,-0.30%, 
1997年9月1日 (八月)17:00,0.10%, 
1997年8月1日 (七月)17:00,0.30%, 
1997年7月1日 (六月)17:00,0.10%, 
1997年6月1日 (五月)17:00,0.40%, 
1997年5月1日 (四月)17:00,-0.30%, 
1997年4月1日 (三月)17:00,-0.10%, 
1997年3月1日 (二月)17:00,0.40%, 
1997年2月1日 (一月)17:00,0.60%, 
1997年1月1日 (十二月)17:00,0.50%, 
1996年12月1日 (十一月)17:00,-0.10%, 
1996年11月1日 (十月)17:00,-0.10%, 
1996年10月1日 (九月)17:00,0.00%, 
1996年9月1日 (八月)17:00,-0.10%, 
1996年8月1日 (七月)17:00,0.20%, 
1996年7月1日 (六月)17:00,0.10%, 
1996年6月1日 (五月)17:00,0.20%, 
1996年5月1日 (四月)17:00,-0.10%, 
1996年4月1日 (三月)17:00,0.10%, 
1996年3月1日 (二月)17:00,0.60%, 
1996年2月1日 (一月)17:00,0.10%, 
1996年1月1日 (十二月)17:00,0.20%, 
1995年12月1日 (十一月)17:00,0.00%, 
1995年11月1日 (十月)17:00,-0.10%, 
1995年10月1日 (九月)17:00,-0.10%, 
1995年9月1日 (八月)17:00,-0.10%, 
1995年8月1日 (七月)17:00,0.20%, 
1995年7月1日 (六月)17:00,0.20%, 
1995年6月1日 (五月)17:00,0.00%, 
1995年5月1日 (四月)17:00,0.10%, 
1995年4月1日 (三月)17:00,0.00%, 
1995年3月1日 (二月)17:00,0.60%, 
