时间,今值,预测值
2000年2月1日 (一月)17:00,1.50%, 
2000年1月1日 (十二月)17:00,1.40%, 
1999年12月1日 (十一月)17:00,1.50%, 
1999年11月1日 (十月)17:00,1.40%, 
1999年10月1日 (九月)17:00,1.40%, 
1999年9月1日 (八月)17:00,1.10%, 
1999年8月1日 (七月)17:00,1.30%, 
1999年7月1日 (六月)17:00,1.40%, 
1999年6月1日 (五月)17:00,1.20%, 
1999年5月1日 (四月)17:00,1.30%, 
1999年4月1日 (三月)17:00,1.20%, 
1999年3月1日 (二月)17:00,1.30%, 
1999年2月1日 (一月)17:00,1.40%, 
1999年1月1日 (十二月)17:00,1.30%, 
1998年12月1日 (十一月)17:00,1.20%, 
1998年11月1日 (十月)17:00,1.20%, 
1998年10月1日 (九月)17:00,1.20%, 
1998年9月1日 (八月)17:00,1.40%, 
1998年8月1日 (七月)17:00,1.20%, 
1998年7月1日 (六月)17:00,1.00%, 
1998年6月1日 (五月)17:00,1.20%, 
1998年5月1日 (四月)17:00,1.20%, 
1998年4月1日 (三月)17:00,1.20%, 
1998年3月1日 (二月)17:00,1.30%, 
1998年2月1日 (一月)17:00,1.50%, 
1998年1月1日 (十二月)17:00,1.40%, 
1997年12月1日 (十一月)17:00,1.40%, 
1997年11月1日 (十月)17:00,1.50%, 
1997年10月1日 (九月)17:00,1.60%, 
1997年9月1日 (八月)17:00,1.70%, 
1997年8月1日 (七月)17:00,1.80%, 
1997年7月1日 (六月)17:00,2.00%, 
1997年6月1日 (五月)17:00,1.90%, 
1997年5月1日 (四月)17:00,2.00%, 
1997年4月1日 (三月)17:00,1.90%, 
1997年3月1日 (二月)17:00,1.90%, 
1997年2月1日 (一月)17:00,1.80%, 
1997年1月1日 (十二月)17:00,1.90%, 
1996年12月1日 (十一月)17:00,2.00%, 
1996年11月1日 (十月)17:00,1.90%, 
1996年10月1日 (九月)17:00,1.90%, 
1996年9月1日 (八月)17:00,1.70%, 
1996年8月1日 (七月)17:00,1.90%, 
1996年7月1日 (六月)17:00,1.90%, 
1996年6月1日 (五月)17:00,1.90%, 
1996年5月1日 (四月)17:00,1.80%, 
1996年4月1日 (三月)17:00,1.90%, 
1996年3月1日 (二月)17:00,2.00%, 
1996年2月1日 (一月)17:00,2.00%, 
1996年1月1日 (十二月)17:00,2.10%, 
1995年12月1日 (十一月)17:00,2.00%, 
1995年11月1日 (十月)17:00,2.10%, 
1995年10月1日 (九月)17:00,2.10%, 
1995年9月1日 (八月)17:00,2.10%, 
1995年8月1日 (七月)17:00,2.00%, 
1995年7月1日 (六月)17:00,2.10%, 
1995年6月1日 (五月)17:00,2.20%, 
1995年5月1日 (四月)17:00,2.30%, 
1995年4月1日 (三月)17:00,2.20%, 
1995年3月1日 (二月)17:00,2.30%, 
1995年2月1日 (一月)17:00,2.30%, 
1995年1月1日 (十二月)17:00,2.20%, 
1994年12月1日 (十一月)17:00,2.20%, 
1994年11月1日 (十月)17:00,2.20%, 
1994年10月1日 (九月)17:00,2.20%, 
1994年9月1日 (八月)17:00,2.20%, 
1994年8月1日 (七月)17:00,2.30%, 
1994年7月1日 (六月)17:00,2.30%, 
1994年6月1日 (五月)17:00,2.10%, 
1994年5月1日 (四月)17:00,2.20%, 
1994年4月1日 (三月)17:00,2.40%, 
1994年3月1日 (二月)17:00,2.30%, 
1994年2月1日 (一月)17:00,2.20%, 
1994年1月1日 (十二月)17:00,2.50%, 
1993年12月1日 (十一月)17:00,2.60%, 
1993年11月1日 (十月)17:00,2.60%, 
1993年10月1日 (九月)17:00,2.80%, 
1993年9月1日 (八月)17:00,2.80%, 
1993年8月1日 (七月)17:00,2.70%, 
1993年7月1日 (六月)17:00,2.90%, 
1993年6月1日 (五月)17:00,2.90%, 
1993年5月1日 (四月)17:00,2.70%, 
1993年4月1日 (三月)17:00,2.70%, 
1993年3月1日 (二月)17:00,2.70%, 
1993年2月1日 (一月)17:00,2.80%, 
1993年1月1日 (十二月)17:00,2.80%, 
1992年12月1日 (十一月)17:00,2.80%, 
1992年11月1日 (十月)17:00,2.80%, 
1992年10月1日 (九月)17:00,2.60%, 
1992年9月1日 (八月)17:00,2.90%, 
1992年8月1日 (七月)17:00,3.10%, 
1992年7月1日 (六月)17:00,3.00%, 
1992年6月1日 (五月)17:00,3.10%, 
1992年5月1日 (四月)17:00,3.40%, 
1992年4月1日 (三月)17:00,3.30%, 
1992年3月1日 (二月)17:00,3.20%, 
1992年2月1日 (一月)17:00,3.20%, 
1992年1月1日 (十二月)17:00,3.40%, 
1991年12月1日 (十一月)17:00,3.30%, 
1991年11月1日 (十月)17:00,3.20%, 
1991年10月1日 (九月)17:00,3.40%, 
1991年9月1日 (八月)17:00,3.30%, 
1991年8月1日 (七月)17:00,3.50%, 
1991年7月1日 (六月)17:00,3.40%, 
1991年6月1日 (五月)17:00,3.60%, 
1991年5月1日 (四月)17:00,3.50%, 
1991年4月1日 (三月)17:00,3.60%, 
1991年3月1日 (二月)17:00,3.80%, 
1991年2月1日 (一月)17:00,4.10%, 
1991年1月1日 (十二月)17:00,4.00%, 
1990年12月1日 (十一月)17:00,4.10%, 
1990年11月1日 (十月)17:00,4.30%, 
1990年10月1日 (九月)17:00,4.30%, 
1990年9月1日 (八月)17:00,4.30%, 
1990年8月1日 (七月)17:00,4.00%, 
1990年7月1日 (六月)17:00,4.00%, 
1990年6月1日 (五月)17:00,3.90%, 
1990年5月1日 (四月)17:00,3.90%, 
1990年4月1日 (三月)17:00,3.90%, 
1990年3月1日 (二月)17:00,3.70%, 
1990年2月1日 (一月)17:00,3.50%, 
1990年1月1日 (十二月)17:00,3.60%, 
1989年12月1日 (十一月)17:00,3.60%, 
1989年11月1日 (十月)17:00,3.60%, 
1989年10月1日 (九月)17:00,3.70%, 
1989年9月1日 (八月)17:00,3.90%, 
1989年8月1日 (七月)17:00,4.00%, 
1989年7月1日 (六月)17:00,4.10%, 
1989年6月1日 (五月)17:00,4.30%, 
1989年5月1日 (四月)17:00,4.40%, 
1989年4月1日 (三月)17:00,4.50%, 
1989年3月1日 (二月)17:00,4.70%, 
1989年2月1日 (一月)17:00,4.60%, 
1989年1月1日 (十二月)17:00,4.60%, 
1988年12月1日 (十一月)17:00,4.50%, 
1988年11月1日 (十月)17:00,4.40%, 
1988年10月1日 (九月)17:00,4.50%, 
1988年9月1日 (八月)17:00,4.30%, 
1988年8月1日 (七月)17:00,4.40%, 
1988年7月1日 (六月)17:00,4.30%, 
1988年6月1日 (五月)17:00,4.10%, 
1988年5月1日 (四月)17:00,4.00%, 
1988年4月1日 (三月)17:00,4.00%, 
1988年3月1日 (二月)17:00,3.80%, 
1988年2月1日 (一月)17:00,3.80%, 
1988年1月1日 (十二月)17:00,3.60%, 
1987年12月1日 (十一月)17:00,3.50%, 
1987年11月1日 (十月)17:00,3.50%, 
1987年10月1日 (九月)17:00,3.40%, 
1987年9月1日 (八月)17:00,3.30%, 
1987年8月1日 (七月)17:00,3.20%, 
1987年7月1日 (六月)17:00,3.10%, 
1987年6月1日 (五月)17:00,3.10%, 
1987年5月1日 (四月)17:00,3.00%, 
1987年4月1日 (三月)17:00,2.80%, 
1987年3月1日 (二月)17:00,2.80%, 
1987年2月1日 (一月)17:00,2.80%, 
1987年1月1日 (十二月)17:00,3.10%, 
1986年12月1日 (十一月)17:00,3.30%, 
1986年11月1日 (十月)17:00,3.30%, 
1986年10月1日 (九月)17:00,3.10%, 
1986年9月1日 (八月)17:00,3.00%, 
1986年8月1日 (七月)17:00,3.30%, 
1986年7月1日 (六月)17:00,3.40%, 
1986年6月1日 (五月)17:00,3.50%, 
1986年5月1日 (四月)17:00,3.70%, 
1986年4月1日 (三月)17:00,3.60%, 
1986年3月1日 (二月)17:00,3.70%, 
1986年2月1日 (一月)17:00,4.00%, 
1986年1月1日 (十二月)17:00,4.00%, 
1985年12月1日 (十一月)17:00,4.10%, 
1985年11月1日 (十月)17:00,4.10%, 
1985年10月1日 (九月)17:00,4.20%, 
1985年9月1日 (八月)17:00,4.10%, 
1985年8月1日 (七月)17:00,4.00%, 
1985年7月1日 (六月)17:00,4.10%, 
1985年6月1日 (五月)17:00,4.00%, 
1985年5月1日 (四月)17:00,3.90%, 
1985年4月1日 (三月)17:00,4.20%, 
1985年3月1日 (二月)17:00,4.30%, 
1985年2月1日 (一月)17:00,4.40%, 
1985年1月1日 (十二月)17:00,4.10%, 
1984年12月1日 (十一月)17:00,3.80%, 
1984年11月1日 (十月)17:00,3.80%, 
1984年10月1日 (九月)17:00,3.70%, 
1984年9月1日 (八月)17:00,4.00%, 
1984年8月1日 (七月)17:00,4.20%, 
1984年7月1日 (六月)17:00,4.40%, 
1984年6月1日 (五月)17:00,4.70%, 
1984年5月1日 (四月)17:00,4.60%, 
1984年4月1日 (三月)17:00,4.40%, 
1984年3月1日 (二月)17:00,4.20%, 
1984年2月1日 (一月)17:00,3.90%, 
1984年1月1日 (十二月)17:00,4.30%, 
1983年12月1日 (十一月)17:00,4.60%, 
1983年11月1日 (十月)17:00,4.70%, 
1983年10月1日 (九月)17:00,5.20%, 
1983年9月1日 (八月)17:00,5.20%, 
1983年8月1日 (七月)17:00,5.10%, 
1983年7月1日 (六月)17:00,5.10%, 
1983年6月1日 (五月)17:00,5.10%, 
1983年5月1日 (四月)17:00,5.50%, 
1983年4月1日 (三月)17:00,5.60%, 
1983年3月1日 (二月)17:00,5.90%, 
1983年2月1日 (一月)17:00,5.90%, 
1983年1月1日 (十二月)17:00,5.80%, 
1982年12月1日 (十一月)17:00,5.90%, 
1982年11月1日 (十月)17:00,6.10%, 
1982年10月1日 (九月)17:00,6.00%, 
1982年9月1日 (八月)17:00,6.30%, 
1982年8月1日 (七月)17:00,6.50%, 
1982年7月1日 (六月)17:00,6.50%, 
1982年6月1日 (五月)17:00,6.50%, 
1982年5月1日 (四月)17:00,6.60%, 
1982年4月1日 (三月)17:00,6.90%, 
1982年3月1日 (二月)17:00,7.00%, 
1982年2月1日 (一月)17:00,7.40%, 
1982年1月1日 (十二月)17:00,7.70%, 
1981年12月1日 (十一月)17:00,7.90%, 
1981年11月1日 (十月)17:00,8.20%, 
1981年10月1日 (九月)17:00,8.40%, 
1981年9月1日 (八月)17:00,8.70%, 
1981年8月1日 (七月)17:00,8.80%, 
1981年7月1日 (六月)17:00,8.90%, 
1981年6月1日 (五月)17:00,9.10%, 
1981年5月1日 (四月)17:00,9.20%, 
1981年4月1日 (三月)17:00,9.10%, 
1981年3月1日 (二月)17:00,9.50%, 
1981年2月1日 (一月)17:00,9.70%, 
1981年1月1日 (十二月)17:00,9.60%, 
1980年12月1日 (十一月)17:00,9.70%, 
1980年11月1日 (十月)17:00,9.60%, 
1980年10月1日 (九月)17:00,9.50%, 
1980年9月1日 (八月)17:00,9.20%, 
1980年8月1日 (七月)17:00,9.10%, 
1980年7月1日 (六月)17:00,8.90%, 
1980年6月1日 (五月)17:00,8.80%, 
1980年5月1日 (四月)17:00,8.90%, 
1980年4月1日 (三月)17:00,9.30%, 
1980年3月1日 (二月)17:00,8.90%, 
1980年2月1日 (一月)17:00,8.20%, 
1980年1月1日 (十二月)17:00,7.90%, 
1979年12月1日 (十一月)17:00,7.60%, 
1979年11月1日 (十月)17:00,7.50%, 
1979年10月1日 (九月)17:00,7.50%, 
1979年9月1日 (八月)17:00,7.40%, 
1979年8月1日 (七月)17:00,7.20%, 
1979年7月1日 (六月)17:00,7.30%, 
1979年6月1日 (五月)17:00,7.30%, 
1979年5月1日 (四月)17:00,7.10%, 
1979年4月1日 (三月)17:00,6.80%, 
1979年3月1日 (二月)17:00,6.70%, 
1979年2月1日 (一月)17:00,6.80%, 
1979年1月1日 (十二月)17:00,6.90%, 
1978年12月1日 (十一月)17:00,7.10%, 
1978年11月1日 (十月)17:00,7.10%, 
1978年10月1日 (九月)17:00,6.80%, 
1978年9月1日 (八月)17:00,6.60%, 
1978年8月1日 (七月)17:00,6.60%, 
1978年7月1日 (六月)17:00,6.60%, 
1978年6月1日 (五月)17:00,6.70%, 
1978年5月1日 (四月)17:00,6.60%, 
1978年4月1日 (三月)17:00,6.40%, 
1978年3月1日 (二月)17:00,6.30%, 
1978年2月1日 (一月)17:00,6.50%, 
1978年1月1日 (十二月)17:00,6.50%, 
1977年12月1日 (十一月)17:00,6.50%, 
1977年11月1日 (十月)17:00,6.40%, 
1977年10月1日 (九月)17:00,6.40%, 
1977年9月1日 (八月)17:00,6.60%, 
1977年8月1日 (七月)17:00,6.70%, 
1977年7月1日 (六月)17:00,6.60%, 
1977年6月1日 (五月)17:00,6.40%, 
1977年5月1日 (四月)17:00,6.40%, 
1977年4月1日 (三月)17:00,6.30%, 
1977年3月1日 (二月)17:00,6.20%, 
1977年2月1日 (一月)17:00,5.90%, 
1977年1月1日 (十二月)17:00,5.80%, 
1976年12月1日 (十一月)17:00,5.90%, 
1976年11月1日 (十月)17:00,6.10%, 
1976年10月1日 (九月)17:00,6.20%, 
1976年9月1日 (八月)17:00,6.10%, 
1976年8月1日 (七月)17:00,5.90%, 
1976年7月1日 (六月)17:00,5.90%, 
1976年6月1日 (五月)17:00,6.00%, 
1976年5月1日 (四月)17:00,6.00%, 
1976年4月1日 (三月)17:00,6.10%, 
1976年3月1日 (二月)17:00,6.30%, 
1976年2月1日 (一月)17:00,6.60%, 
1976年1月1日 (十二月)17:00,6.70%, 
1975年12月1日 (十一月)17:00,6.80%, 
1975年11月1日 (十月)17:00,6.90%, 
1975年10月1日 (九月)17:00,7.20%, 
1975年9月1日 (八月)17:00,7.60%, 
1975年8月1日 (七月)17:00,8.20%, 
1975年7月1日 (六月)17:00,8.50%, 
1975年6月1日 (五月)17:00,9.10%, 
1975年5月1日 (四月)17:00,9.70%, 
1975年4月1日 (三月)17:00,10.00%, 
1975年3月1日 (二月)17:00,10.20%, 
1975年2月1日 (一月)17:00,10.20%, 
1975年1月1日 (十二月)17:00,10.10%, 
1974年12月1日 (十一月)17:00,9.90%, 
1974年11月1日 (十月)17:00,9.60%, 
1974年10月1日 (九月)17:00,9.20%, 
1974年9月1日 (八月)17:00,8.80%, 
1974年8月1日 (七月)17:00,8.20%, 
1974年7月1日 (六月)17:00,7.70%, 
1974年6月1日 (五月)17:00,7.10%, 
1974年5月1日 (四月)17:00,6.50%, 
1974年4月1日 (三月)17:00,6.30%, 
1974年3月1日 (二月)17:00,5.90%, 
1974年2月1日 (一月)17:00,5.60%, 
1974年1月1日 (十二月)17:00,5.10%, 
1973年12月1日 (十一月)17:00,4.90%, 
1973年11月1日 (十月)17:00,4.60%, 
1973年10月1日 (九月)17:00,4.30%, 
1973年9月1日 (八月)17:00,4.10%, 
1973年8月1日 (七月)17:00,3.90%, 
1973年7月1日 (六月)17:00,3.70%, 
1973年6月1日 (五月)17:00,3.50%, 
1973年5月1日 (四月)17:00,3.30%, 
1973年4月1日 (三月)17:00,2.90%, 
1973年3月1日 (二月)17:00,2.70%, 
1973年2月1日 (一月)17:00,2.70%, 
1973年1月1日 (十二月)17:00,3.10%, 
1972年12月1日 (十一月)17:00,3.10%, 
1972年11月1日 (十月)17:00,3.00%, 
1972年10月1日 (九月)17:00,3.10%, 
1972年9月1日 (八月)17:00,3.00%, 
1972年8月1日 (七月)17:00,2.90%, 
1972年7月1日 (六月)17:00,3.00%, 
1972年6月1日 (五月)17:00,3.20%, 
1972年5月1日 (四月)17:00,3.40%, 
1972年4月1日 (三月)17:00,3.50%, 
1972年3月1日 (二月)17:00,3.70%, 
1972年2月1日 (一月)17:00,3.80%, 
1972年1月1日 (十二月)17:00,3.80%, 
1971年12月1日 (十一月)17:00,3.90%, 
1971年11月1日 (十月)17:00,4.20%, 
1971年10月1日 (九月)17:00,4.60%, 
1971年9月1日 (八月)17:00,4.90%, 
1971年8月1日 (七月)17:00,5.10%, 
1971年7月1日 (六月)17:00,5.10%, 
1971年6月1日 (五月)17:00,5.00%, 
1971年5月1日 (四月)17:00,4.90%, 
1971年4月1日 (三月)17:00,5.00%, 
1971年3月1日 (二月)17:00,5.00%, 
1971年2月1日 (一月)17:00,5.00%, 
1971年1月1日 (十二月)17:00,5.00%, 
1970年12月1日 (十一月)17:00,4.80%, 
1970年11月1日 (十月)17:00,4.70%, 
1970年10月1日 (九月)17:00,4.60%, 
1970年9月1日 (八月)17:00,4.60%, 
1970年8月1日 (七月)17:00,4.50%, 
1970年7月1日 (六月)17:00,4.60%, 
1970年6月1日 (五月)17:00,4.60%, 
1970年5月1日 (四月)17:00,4.70%, 
1970年4月1日 (三月)17:00,4.70%, 
1970年3月1日 (二月)17:00,4.80%, 
1970年2月1日 (一月)17:00,4.70%, 
1970年1月1日 (十二月)17:00,4.80%, 
